6,0
2,0
7,0
4,0
3,0
4,0
4,0
4,0
3,0
2,0
5,1
4,1
8,1
3,1
4,1
4,1
4,1
5,1
5,1
6,2
8,2
5,2
6,2
8,2
1,2
8,2
3,2
6,2
2,2
8,3
5,3
3,3
4,3
4,3
2,3
4,3
3,3
3,3
9,4
9,4
8,1
8,3
5,3
7,4
4,4
1,2
3,2
2,2
2,5
5,2
8,5
5,3
4,2
4,4
4,4
5,4
9,5
8,5
6,6
5,5
8,2
3,5
4,5
2,3
6,4
8,4
3,3
3,2
5,7
7,7
5,2
3,4
4,6
5,3
5,6
3,4
6,5
6,6
2,3
3,2
5,8
4,3
7,4
4,5
4,4
4,3
8,6
9,5
8,7
5,4
8,3
4,4
6,3
1,5
3,3
9,4
2,5
9,1
9,6
8,6
5,3
5,4
4,2
8,4
3,4
6,3
6,10
8,6
4,4
3,3
4,5
5,11
2,5
4,3
4,3
5,6
3,4
5,5
5,2
3,5
7,5
8,3
6,3
7,4
6,2
9,3
8,7
7,10
6,7
5,4
3,2
4,2
4,3
4,2
1,4
3,3
2,4
9,4
2,6
4,11
5,6
4,6
4,3
5,7
3,14
3,5
3,3
6,7
7,8
5,3
5,5
3,3
8,6
6,3
4,2
6,3
6,5
4,5
8,4
4,3
5,5
2,5
4,3
8,8
8,6
3,3
9,4
8,7
5,4
4,8
5,3
5,10
4,3
4,2
5,6
3,3
2,4
9,4
9,8
2,4
8,7
3,5
6,3
7,6
1,5
3,4
8,18
5,7
5,4
5,4
3,19
4,2
5,5
3,3
6,4
9,3
8,7
7,7
7,8
8,4
3,2
4,4
4,6
4,4
4,6
4,3
3,2
6,6
9,3
5,2
3,6
4,5
8,6
5,21
5,4
5,4
3,2
7,7
6,9
2,6
6,4
4,3
4,2
8,6
3,5
6,3
6,7
8,6
5,2
5,6
8,3
4,3
4,6
7,5
3,3
2,6
8,5
2,6
5,5
8,6
3,4
4,4
2,24
1,6
5,5
3,2
9,5
9,4
9,7
4,4
4,5
5,4
4,3
4,3
3,11
3,4
6,3
5,3
5,7
8,5
8,3
6,26
6,4
4,6
5,5
3,2
3,3
7,5
3,6
3,3
3,8
4,4
4,3
4,2
4,2
8,5
2,4
5,4
5,2
5,7
2,6
5,11
6,2
7,5
3,3
3,2
9,4
6,8
9,4
4,4
5,6
8,3
4,6
4,2
4,2
1,5
6,29
9,5
6,8
5,2
4,30
4,5
5,5
3,2
3,4
6,5
6,8
2,7
8,8
5,5
3,4
6,3
7,3
4,5
4,4
4,2
8,15
3,5
5,3
8,3
4,5
4,3
5,6
8,32
8,5
5,8
9,4
5,3
7,13
5,5
3,2
3,6
6,2
1,4
3,5
2,6
8,10
7,14
5,6
7,7
8,10
4,5
8,8
5,4
4,2
3,4
3,4
9,6
8,3
2,7
4,1
7,4
4,4
8,3
3,10
6,35
6,5
2,5
5,3
5,4
3,3
5,20
4,6
4,5
2,12
9,4
8,3
5,6
2,37
3,4
4,5
4,8
5,3
6,4
4,2
3,4
6,7
6,9
7,4
4,4
5,2
8,3
6,12
4,7
1,5
3,4
6,3
9,4
8,8
5,2
5,11
4,4
7,4
4,39
4,2
5,7
3,5
5,4
3,8
3,4
3,3
4,3
6,3
5,8
3,3
6,11
2,7
6,11
7,8
5,3
8,3
5,8
4,2
8,41
4,5
4,2
3,3
7,4
5,2
5,5
4,12
5,3
6,2
4,4
8,7
9,6
6,5
7,9
3,43
4,5
8,9
2,6
4,7
4,2
4,2
3,4
6,5
2,8
5,10
5,2
8,3
3,4
5,2
4,2
8,12
6,9
3,4
8,11
1,45
3,5
2,10
6,3
7,6
4,2
8,3
8,26
8,9
7,4
8,7
5,5
5,10
4,3
5,6
1,8
5,7
3,5
6,3
6,9
5,3
4,4
8,3
3,3
4,7
5,47
4,3
2,11
3,4
9,9
2,4
5,9
4,2
7,3
4,9
4,3
3,4
6,2
9,6
5,2
5,7
6,49
5,3
4,12
5,5
6,4
4,8
3,3
6,7
5,6
7,9
8,3
6,12
3,5
3,3
4,3
4,2
8,6
3,2
7,8
5,2
9,51
4,4
4,8
5,2
6,2
4,3
2,4
1,5
7,6
6,11
4,5
2,9
8,2
3,2
4,2
3,17
3,3
3,5
9,23
5,2
1,8
3,3
4,2
7,5
4,3
5,53
6,5
6,4
3,14
8,9
5,13
6,3
8,13
5,8
3,4
3,2
2,14
8,9
5,55
8,12
3,3
4,4
4,3
4,2
1,4
6,15
3,3
9,7
6,9
8,10
5,3
5,7
3,13
4,4
5,7
8,4
4,5
6,2
10,57
4,15
5,3
4,4
4,9
4,2
4,2
8,12
3,3
6,4
5,2
3,5
3,3
5,7
6,2
8,8
5,12
6,14
3,4
6,5
9,11
7,8
7,9
8,3
5,12
7,6
8,5
4,2
4,2
2,8
2,12
4,4
2,8
5,4
4,11
6,2
6,60
4,11
3,3
6,3
5,11
3,5
6,11
3,3
5,15
5,3
4,2
4,2
1,6
3,6
5,4
6,13
3,62
1,9
3,4
4,5
5,8
3,2
6,2
2,8
7,11
5,7
8,4
9,12
4,7
5,15
6,3
4,6
4,2
3,5
6,12
5,2
4,4
5,4
8,64
5,3
4,3
1,3
6,9
8,10
8,10
3,4
4,10
7,6
3,13
3,3
5,12
3,4
6,3
6,7
5,2
3,12
5,11
4,66
8,3
3,4
4,3
6,8
3,3
9,11
6,11
5,4
3,6
5,10
5,8
6,4
5,5
2,8
8,10
3,2
8,3
5,4
4,3
2,23
5,4
7,3
8,9
4,8
5,10
5,68
6,7
3,4
3,3
6,9
4,6
8,11
1,5
3,4
3,3
2,7
5,9
7,11
4,6
6,70
8,6
4,6
4,4
5,3
8,39
6,5
2,11
7,12
7,8
10,14
4,14
8,5
3,2
4,9
7,3
3,4
8,16
5,6
3,6
3,5
4,6
9,72
2,4
5,4
8,5
9,6
5,3
9,10
6,6
6,4
4,5
4,3
4,3
2,6
3,4
2,4
6,74
5,2
8,20
4,11
7,3
5,4
8,5
1,5
3,5
5,9
5,8
3,3
3,3
3,13
8,7
1,13
3,6
4,6
5,7
8,11
6,9
4,4
3,5
6,3
8,76
4,3
2,3
3,3
6,12
3,11
2,6
5,4
5,3
3,2
4,4
8,5
5,9
6,11
6,7
9,5
8,7
5,11
4,18
7,78
2,6
4,7
7,4
4,5
4,2
2,5
3,4
4,9
9,7
3,4
4,11
5,12
6,6
5,5
8,5
1,5
7,9
5,5
6,10
6,4
4,5
4,3
2,4
8,3
6,3
9,3
6,7
5,4
10,81
3,4
4,5
4,7
7,3
3,5
5,7
3,5
2,5
5,5
3,3
8,4
9,9
4,4
8,14
5,7
3,11
6,2
8,8
2,23
5,15
6,22
3,7
2,5
5,20
4,5
5,4
8,8
3,84
4,5
3,5
5,23
6,4
4,2
4,4
4,4
8,5
8,4
5,3
5,4
3,10
10,14
8,3
7,7
5,13
7,4
2,5
3,4
9,27
8,14
3,4
7,16
4,5
6,7
8,10
4,3
3,5
2,8
3,4
4,8
4,6
4,87
4,3
8,5
1,8
5,5
6,11
6,5
6,12
7,8
3,7
5,22
3,4
2,5
4,10
4,4
5,5
3,14
6,8
5,4
5,9
3,3
8,6
4,11
3,89
4,5
4,3
9,9
2,8
5,5
4,6
6,21
4,4
8,5
6,4
6,6
8,6
2,4
7,20
3,3
3,4
4,4
4,4
5,91
7,6
8,4
6,4
6,26
3,4
8,18
8,3
9,13
4,5
4,5
4,3
2,7
8,8
9,3
9,40
7,5
3,4
7,7
3,2
5,8
4,4
5,6
3,8
8,10
5,5
5,5
6,14
8,24
8,4
6,4
4,6
5,6
1,7
6,94
9,9
5,5
10,14
4,5
7,4
4,7
4,3
3,9
6,18
3,7
3,4
10,11
4,6
4,5
8,10
8,5
3,7
8,4
6,5
2,6
7,6
4,97
3,4
8,5
3,6
7,12
5,4
6,7
8,7
2,5
8,12
3,14
5,4
1,23
3,5
4,6
5,7
5,4
5,5
8,5
7,6
6,99
8,5
2,11
7,4
4,5
4,4
5,22
3,6
2,3
9,5
5,5
8,3
4,4
8,4
4,5
1,6
8,4
3,5
5,19
6,13
6,37
5,7
3,5
4,101
1,3
2,18
4,8
5,3
6,14
2,12
5,19
4,31
3,5
4,11
2,3
5,5
6,8
4,3
6,6
6,14
5,5
5,2
3,6
4,8
4,103
4,7
3,5
8,6
3,8
5,4
10,9
3,19
8,5
7,7
5,6
7,5
4,5
5,6
3,5
3,4
8,105
8,5
6,8
4,7
8,5
4,5
5,4
6,11
2,6
7,7
4,9
9,24
3,4
5,27
4,14
6,4
4,6
8,6
3,6
8,9
5,4
3,4
7,14
1,6
3,11
4,5
2,107
4,3
6,5
2,6
5,4
8,14
3,5
4,6
5,6
4,7
1,8
5,4
8,10
3,4
4,6
8,5
3,3
5,5
7,5
8,39
5,9
9,17
8,109
6,7
6,11
4,9
6,16
4,7
6,4
4,4
2,13
8,4
2,5
5,4
5,8
9,111
5,27
2,9
4,4
4,6
5,6
8,8
3,8
2,4
5,4
3,5
4,9
3,8
8,7
7,8
6,7
4,5
6,5
7,7
3,4
2,12
4,7
5,5
4,8
7,4
5,5
3,7
3,9
6,13
4,114
10,18
3,6
3,5
6,4
4,4
8,9
4,6
1,6
4,6
4,5
1,8
4,5
8,6
4,7
5,9
2,4
3,8
4,4
5,5
5,5
3,4
9,24
6,116
4,5
2,9
4,4
8,6
9,7
5,5
3,4
8,12
8,5
6,3
5,6
6,12
3,6
6,16
2,7
7,5
4,12
5,5
6,6
7,5
4,2
2,8
5,19
6,6
6,118
2,7
4,4
9,13
3,5
5,10
4,5
8,8
5,6
3,6
8,10
6,10
5,4
5,120
4,5
8,5
4,7
4,6
8,4
3,7
8,12
10,17
3,5
3,4
4,6
4,7
6,11
1,6
3,7
7,9
4,6
5,5
5,6
8,5
5,7
2,7
6,5
7,4
8,8
3,5
2,5
6,22
8,31
5,35
4,4
6,7
4,10
4,3
3,8
4,5
5,6
3,26
5,4
3,3
3,3
8,4
3,5
6,29
6,6
6,33
7,124
7,18
9,14
4,10
4,36
6,7
5,6
4,6
4,9
8,6
8,5
9,33
5,4
7,8
4,3
4,6
3,5
4,6
1,12
3,7
8,7
7,30
6,17
5,127
7,6
5,9
5,44
4,4
7,5
4,4
5,4
9,28
2,9
3,4
2,15
5,26
4,26
8,4
4,5
6,6
6,11
5,5
3,5
4,17
1,8
10,15
5,51
3,5
2,11
3,9
6,11
4,12
4,4
6,40
4,4
6,5
2,14
6,130
8,5
6,13
2,8
8,24
4,10
5,20
2,9
6,3
4,10
8,6
5,12
3,5
6,7
5,10
8,10
7,5
4,132
7,5
8,10
3,9
4,7
4,7
9,16
6,19
5,7
7,7
6,13
3,4
3,7
5,8
5,6
2,4
3,11
3,6
4,13
4,4
5,14
1,5
8,6
4,9
5,7
4,6
8,38
10,14
7,10
8,18
9,16
3,6
6,4
4,8
1,9
8,5
10,135
2,8
5,7
4,5
4,6
5,8
6,53
5,14
4,9
5,18
6,5
3,4
3,25
6,14
4,11
6,7
7,5
4,6
4,5
8,6
2,7
6,11
4,4
8,6
4,13
3,6
4,6
5,5
3,9
3,7
8,18
5,7
3,5
8,139
6,18
8,5
7,7
5,5
5,6
8,7
7,15
7,7
6,17
8,17
4,4
3,7
6,5
4,5
8,5
5,31
6,16
5,8
1,7
9,16
5,14
3,6
4,4
4,5
6,11
2,8
8,96
7,142
5,6
9,26
2,11
5,15
7,5
4,5
8,33
3,4
6,6
9,15
3,6
8,5
8,4
4,5
5,5
1,8
6,19
4,143
9,11
3,5
4,6
5,15
4,10
4,10
2,14
5,13
3,11
2,7
8,18
4,5
6,15
5,145
3,5
7,6
6,5
4,13
8,5
6,17
7,6
7,6
4,16
2,18
8,3
4,8
7,4
6,5
3,8
5,10
9,3
6,14
9,4
2,11
3,4
4,13
5,5
6,10
4,7
4,5
3,5
8,17
5,6
5,7
10,148
3,3
2,6
4,7
5,5
3,4
6,19
3,5
8,9
5,13
4,5
4,12
8,10
4,6
6,6
5,9
2,5
6,3
6,10
6,5
5,19
5,11
4,3
8,8
8,13
1,7
3,3
7,5
7,151
5,12
8,8
1,10
8,5
5,7
4,7
2,7
8,13
3,5
9,11
6,15
4,6
7,7
5,13
7,6
8,7
5,8
9,6
5,5
4,7
4,6
4,25
6,6
4,4
4,5
5,5
6,8
7,8
7,3
8,6
3,30
4,9
3,17
8,3
6,9
4,4
3,6
6,6
6,5
6,5
2,9
4,19
5,5
3,17
2,4
4,2
8,5
8,155
5,5
3,7
8,7
4,27
6,4
4,7
4,4
7,4
8,6
9,4
2,10
6,24
4,4
3,5
4,4
7,5
5,10
4,6
4,3
8,16
9,11
6,20
5,17
4,14
1,7
2,10
6,5
6,4
5,12
9,158
6,4
7,32
8,8
2,4
6,23
8,10
5,6
3,5
6,5
6,19
6,5
4,4
4,4
5,24
7,4
8,5
8,4
3,14
5,11
3,10
7,7
6,4
10,26
9,9
5,13
5,4
4,4
4,6
1,11
6,12
5,4
8,8
5,6
6,23
9,20
6,4
4,9
6,16
8,162
9,6
7,21
4,6
4,9
3,9
9,28
8,29
5,4
3,4
8,6
8,12
6,5
6,6
3,8
2,6
5,9
4,7
8,5
8,4
5,164
8,20
3,8
8,9
6,5
4,9
1,7
4,16
5,13
7,5
3,10
4,4
7,5
6,16
5,13
4,9
4,11
6,10
4,6
5,14
6,36
7,13
4,9
9,6
5,18
8,13
3,19
5,6
4,6
6,6
9,5
6,8
7,5
5,6
5,34
8,9
7,168
4,8
5,5
8,8
1,7
2,19
5,46
3,28
5,5
6,7
4,7
2,28
6,16
3,9
6,10
8,6
6,6
6,6
5,8
8,8
4,17
6,12
3,5
2,15
4,5
3,7
2,14
7,5
8,6
2,7
5,6
7,6
6,9
3,11
6,29
9,4
9,14
3,8
3,7
6,10
4,7
5,21
5,12
5,14
7,6
8,8
6,12
5,5
4,10
2,14
5,6
5,23
8,5
5,13
3,4
7,173
7,23
5,8
4,8
8,39
1,9
8,7
6,15
7,17
8,10
6,7
7,16
10,14
4,8
6,10
3,12
2,4
4,28
4,8
10,40
4,32
4,13
3,9
5,9
4,12
6,6
5,10
6,10
8,14
2,8
8,7
7,9
8,6
4,11
9,15
8,69
4,9
6,8
3,7
4,7
6,177
5,8
3,6
7,10
3,9
4,12
5,9
8,5
6,11
6,7
9,20
8,9
6,13
4,9
5,3
2,9
4,2
1,11
9,8
6,10
7,6
7,9
8,41
5,11
4,7
10,51
8,6
4,35
8,6
3,10
7,8
9,55
5,7
6,9
1,7
5,36
6,5
4,12
4,40
8,26
8,181
3,10
10,34
8,19
8,18
6,11
3,11
6,13
3,9
8,19
5,18
4,8
9,16
6,17
2,8
4,7
4,8
5,12
7,12
2,14
8,7
7,9
6,14
3,6
5,23
9,21
5,11
4,9
5,16
8,6
8,8
7,8
5,7
4,13
5,17
8,17
7,11
4,6
6,7
9,6
8,13
6,16
2,15
6,13
5,13
4,10
2,13
6,5
5,14
3,6
7,7
9,15
5,6
6,12
3,12
4,10
8,10
3,11
6,10
10,12
5,14
10,13
3,4
1,7
6,14
4,10
5,16
6,11
6,188
2,12
8,5
4,15
5,9
5,17
4,12
4,6
3,12
6,7
8,9
1,10
5,13
7,10
3,8
8,13
8,10
4,7
4,11
2,11
6,14
3,8
9,12
7,7
7,17
8,17
7,13
3,13
5,13
5,12
4,6
8,7
4,16
5,5
4,12
4,7
5,7
8,12
7,7
4,3
8,8
6,14
6,18
6,7
8,14
6,7
7,10
8,11
2,10
3,11
3,7
8,12
7,13
6,15
10,6
3,6
4,8
6,11
4,14
4,11
4,10
5,12
7,8
7,10
5,3
1,7
9,12
2,12
8,13
5,12
9,10
6,16
8,7
5,11
6,15
6,9
2,10
9,12
5,12
8,7
10,9
3,6
8,11
4,7
3,10
8,12
7,6
5,24
5,16
4,16
6,8
8,5
8,15
9,11
4,9
8,198
10,18
5,1
4,6
8,7
8,17
6,13
9,3
2,13
6,15
5,10
4,7
8,12
7,7
4,8
6,11
6,17
7,6
3,10
3,6
4,6
6,12
3,13
5,16
6,7
3,7
9,10
2,12
7,6
5,6
4,9
10,19
5,12
6,13
4,20
2,11
3,5
7,7
7,12
1,7
9,25
7,9
3,13
5,13
5,16
6,12
8,5
8,7
