1,0,1,450,0.1107,0.0008,4
4,1,2,450,0.1107,0.0008,4
3,1,2,450,0.1107,0.0008,4
2,2,2,450,0.1107,0.0008,4
1,3,2,450,0.1107,0.0008,4
3,4,3,450,0.1107,0.0008,4
2,1,3,450,0.1107,0.0008,4
1,2,3,450,0.1107,0.0008,4
3,3,4,450,0.1107,0.0008,4
2,1,4,450,0.1107,0.0008,4
1,2,4,450,0.1107,0.0008,4
2,3,5,450,0.1107,0.0008,4
1,1,5,450,0.1107,0.0008,4
2,2,6,450,0.1107,0.0008,4
1,1,6,450,0.1107,0.0008,4
2,2,7,450,0.1107,0.0008,4
1,1,7,450,0.1107,0.0008,4
3,2,8,450,0.1107,0.0008,4
2,1,8,450,0.1107,0.0008,4
1,2,8,450,0.1107,0.0008,4
2,3,9,450,0.1107,0.0008,4
1,1,9,450,0.1107,0.0008,4
3,2,10,450,0.1107,0.0008,4
2,1,10,450,0.1107,0.0008,4
1,2,10,450,0.1107,0.0008,4
2,3,11,450,0.1107,0.0008,4
1,1,11,450,0.1107,0.0008,4
2,2,12,450,0.1107,0.0008,4
1,1,12,450,0.1107,0.0008,4
2,2,13,450,0.1107,0.0008,4
1,1,13,450,0.1107,0.0008,4
4,2,14,450,0.1107,0.0008,4
3,1,14,450,0.1107,0.0008,4
2,2,14,450,0.1107,0.0008,4
1,3,14,450,0.1107,0.0008,4
2,4,15,450,0.1107,0.0008,4
1,1,15,450,0.1107,0.0008,4
2,2,16,450,0.1107,0.0008,4
1,1,16,450,0.1107,0.0008,4
2,2,17,450,0.1107,0.0008,4
1,1,17,450,0.1107,0.0008,4
2,2,18,450,0.1107,0.0008,4
1,1,18,450,0.1107,0.0008,4
2,2,19,450,0.1107,0.0008,4
1,1,19,450,0.1107,0.0008,4
3,2,20,450,0.1107,0.0008,4
2,1,20,450,0.1107,0.0008,4
1,2,20,450,0.1107,0.0008,4
2,3,21,450,0.1107,0.0008,4
1,1,21,450,0.1107,0.0008,4
3,2,22,450,0.1107,0.0008,4
2,1,22,450,0.1107,0.0008,4
1,2,22,450,0.1107,0.0008,4
2,3,23,450,0.1107,0.0008,4
1,1,23,450,0.1107,0.0008,4
2,2,24,450,0.1107,0.0008,4
1,1,24,450,0.1107,0.0008,4
2,2,25,450,0.1107,0.0008,4
1,1,25,450,0.1107,0.0008,4
2,2,26,450,0.1107,0.0008,4
1,1,26,450,0.1107,0.0008,4
2,2,27,450,0.1107,0.0008,4
1,1,27,450,0.1107,0.0008,4
3,2,28,450,0.1107,0.0008,4
2,1,28,450,0.1107,0.0008,4
1,2,28,450,0.1107,0.0008,4
4,3,29,450,0.1107,0.0008,4
3,1,29,450,0.1107,0.0008,4
2,2,29,450,0.1107,0.0008,4
1,3,29,450,0.1107,0.0008,4
3,4,30,450,0.1107,0.0008,4
2,1,30,450,0.1107,0.0008,4
1,2,30,450,0.1107,0.0008,4
3,3,31,450,0.1107,0.0008,4
2,1,31,450,0.1107,0.0008,4
1,2,31,450,0.1107,0.0008,4
2,3,32,450,0.1107,0.0008,4
1,1,32,450,0.1107,0.0008,4
5,2,33,450,0.1107,0.0008,4
4,1,33,450,0.1107,0.0008,4
3,2,33,450,0.1107,0.0008,4
2,3,33,450,0.1107,0.0008,4
1,4,33,450,0.1107,0.0008,4
3,5,34,450,0.1107,0.0008,4
2,1,34,450,0.1107,0.0008,4
1,2,34,450,0.1107,0.0008,4
3,3,35,450,0.1107,0.0008,4
2,1,35,450,0.1107,0.0008,4
1,2,35,450,0.1107,0.0008,4
3,3,36,450,0.1107,0.0008,4
2,1,36,450,0.1107,0.0008,4
1,2,36,450,0.1107,0.0008,4
3,3,37,450,0.1107,0.0008,4
2,1,37,450,0.1107,0.0008,4
1,2,37,450,0.1107,0.0008,4
4,3,38,450,0.1107,0.0008,4
3,1,38,450,0.1107,0.0008,4
2,2,38,450,0.1107,0.0008,4
1,3,38,450,0.1107,0.0008,4
5,4,39,450,0.1107,0.0008,4
4,1,39,450,0.1107,0.0008,4
3,2,39,450,0.1107,0.0008,4
2,3,39,450,0.1107,0.0008,4
1,4,39,450,0.1107,0.0008,4
3,5,40,450,0.1107,0.0008,4
2,1,40,450,0.1107,0.0008,4
1,2,40,450,0.1107,0.0008,4
5,3,41,450,0.1107,0.0008,4
4,1,41,450,0.1107,0.0008,4
3,2,41,450,0.1107,0.0008,4
2,3,41,450,0.1107,0.0008,4
1,4,41,450,0.1107,0.0008,4
4,5,42,450,0.1107,0.0008,4
3,1,42,450,0.1107,0.0008,4
