5,5,13
3,3,14
8,4,25
9,9,4
4,4,25
8,14,5
5,7,12
3,11,25
6,2,23
8,8,12
2,23,5
5,15,18
6,22,5
3,7,17
2,5,12
5,20,9
4,5,34
5,4,16
8,8,9
3,84,1
4,5,19
3,5,24
5,23,6
6,4,6
4,2,26
4,4,8
4,4,27
8,5,8
8,4,16
5,3,14
5,4,31
3,10,3
10,14,3
8,3,26
7,7,2
5,13,19
7,4,20
2,5,10
3,4,20
9,27,13
8,14,11
3,4,15
7,16,9
4,5,5
6,7,26
8,10,2
4,3,35
3,5,10
2,8,16
3,4,18
4,8,18
4,6,14
4,87,1
4,3,27
8,5,6
1,8,18
5,5,13
6,11,6
6,5,24
6,12,12
7,8,14
3,7,9
5,22,3
3,4,25
2,5,13
4,10,14
4,4,28
5,5,17
3,14,23
6,8,3
5,4,32
5,9,16
3,3,16
8,6,13
4,11,11
3,89,1
4,5,9
4,3,36
9,9,17
2,8,15
5,5,15
4,6,20
6,21,4
4,4,6
8,5,27
6,4,27
6,6,7
8,6,9
2,4,17
7,20,9
3,3,26
3,4,19
4,4,19
4,4,28
5,91,1
7,6,21
8,4,7
6,4,25
6,26,11
3,4,10
8,18,9
8,3,14
9,13,3
4,5,15
4,5,2
4,3,37
2,7,11
8,8,17
9,3,18
9,40,7
7,5,15
3,4,17
7,7,10
3,2,27
5,8,20
4,4,10
5,6,14
3,8,21
8,10,10
5,5,33
5,5,17
6,14,3
8,24,3
8,4,28
6,4,8
4,6,15
5,6,18
1,7,19
6,94,1
9,9,14
5,5,16
10,14,2
4,5,21
7,4,22
4,7,29
4,3,38
3,9,11
6,18,6
3,7,24
3,4,11
10,11,4
4,6,7
4,5,29
8,10,3
8,5,8
3,7,2
8,4,18
6,5,26
2,6,18
7,6,10
4,97,1
3,4,18
8,5,15
3,6,20
7,12,3
5,4,21
6,7,28
8,7,10
2,5,12
8,12,12
3,14,2
5,4,34
1,23,5
3,5,28
4,6,3
5,7,2
5,4,19
5,5,15
8,5,11
7,6,16
6,99,1
8,5,29
2,11,14
7,4,23
4,5,16
4,4,39
5,22,3
3,6,22
2,3,19
9,5,15
5,5,17
8,3,16
4,4,30
8,4,9
4,5,30
1,6,20
8,4,19
3,5,12
5,19,5
6,13,13
6,37,8
5,7,18
3,5,12
4,101,1
1,3,6
2,18,6
4,8,11
5,3,20
6,14,7
2,12,16
5,19,19
4,31,5
3,5,21
4,11,20
2,3,15
5,5,22
6,8,9
4,3,17
6,6,27
6,14,4
5,5,35
5,2,19
3,6,19
4,8,22
4,103,1
4,7,8
3,5,29
8,6,11
3,8,25
5,4,18
10,9,3
3,19,4
8,5,30
7,7,4
5,6,3
7,5,24
4,5,40
5,6,16
3,5,23
3,4,13
8,105,1
8,5,17
6,8,29
4,7,4
8,5,10
4,5,31
5,4,21
6,11,2
2,6,20
7,7,17
4,9,2
9,24,5
3,4,22
5,27,5
4,14,16
6,4,10
4,6,31
8,6,20
3,6,13
8,9,13
5,4,36
3,4,20
7,14,11
1,6,7
3,11,3
4,5,18
2,107,1
4,3,41
6,5,28
2,6,17
5,4,19
8,14,4
3,5,30
4,6,21
5,6,23
4,7,12
1,8,21
5,4,17
8,10,12
3,4,14
4,6,23
8,5,31
3,3,23
5,5,4
7,5,25
8,39,6
5,9,6
9,17,19
8,109,1
6,7,5
6,11,2
4,9,2
6,16,4
4,7,9
6,4,11
4,4,32
2,13,13
8,4,21
2,5,21
5,4,37
5,8,20
9,111,1
5,27,7
2,9,16
4,4,19
4,6,32
5,6,22
8,8,12
3,8,26
2,4,18
5,4,20
3,5,21
4,9,2
3,8,5
8,7,18
7,8,5
6,7,30
4,5,42
6,5,29
7,7,18
3,4,15
2,12,7
4,7,17
5,5,24
4,8,5
7,4,26
5,5,18
3,7,14
3,9,24
6,13,14
4,114,1
10,18,5
3,6,31
3,5,24
6,4,12
4,4,33
8,9,11
4,6,13
1,6,22
4,6,24
4,5,3
1,8,8
4,5,10
8,6,32
4,7,22
5,9,6
2,4,17
3,8,4
4,4,20
5,5,38
5,5,21
3,4,22
9,24,4
6,116,1
4,5,33
2,9,2
4,4,43
8,6,22
9,7,20
5,5,21
3,4,16
8,12,2
8,5,19
6,3,13
5,6,23
6,12,3
3,6,27
6,16,8
2,7,22
7,5,19
4,12,3
5,5,25
6,6,31
7,5,27
4,2,44
2,8,14
5,19,4
6,6,30
6,118,1
2,7,19
4,4,4
9,13,6
3,5,25
5,10,5
4,5,14
8,8,13
5,6,19
3,6,25
8,10,2
6,10,3
5,4,39
5,120,1
4,5,11
8,5,33
4,7,18
4,6,34
8,4,23
3,7,15
8,12,13
10,17,4
3,5,23
3,4,17
4,6,25
4,7,2
6,11,5
1,6,9
3,7,32
7,9,6
4,6,21
5,5,22
5,6,22
8,5,20
5,7,7
2,7,18
6,5,14
