0,0,2,2,3,9,6,10,12,4,2
2,0,2,6,16,14,15,12,25,18,18
2,1,21,46,59,49,26,17,32,20,19
4,5,39,46,61,53,49,32,53,28,34
0,4,22,27,44,50,35,27,41,38,58
1,0,14,22,24,29,20,25,35,41,66
1,0,0,7,17,21,19,19,28,11,19
0,2,5,26,20,42,31,23,50,23,49
0,1,0,7,15,7,9,4,10,12,28
0,0,0,0,0,0,1,0,2,3,18
